images\split\0084.jpg,12995.00,57.50,231.50,8900.00,50.00,44.50,153.00
images\split\0085.jpg,0.00,0.00,0.00,8265.00,64.50,43.50,288.00
images\split\0086.jpg,11227.00,54.50,226.50,6825.00,63.50,37.50,270.00
images\split\0087.jpg,11536.00,63.50,232.00,10400.00,63.00,50.00,153.00
images\split\0088.jpg,14848.00,70.00,224.00,0.00,0.00,0.00,288.00
images\split\0089.jpg,11187.00,59.50,231.50,8008.00,65.00,45.50,193.00
images\split\0090.jpg,12880.00,57.50,232.00,8181.00,64.50,40.50,153.00
images\split\0091.jpg,9890.00,70.50,245.00,8034.00,76.50,39.00,138.00
images\split\0092.jpg,11514.00,58.50,231.00,6889.00,67.50,41.50,249.00
images\split\0093.jpg,12995.00,57.50,231.50,9078.00,64.00,44.50,152.00
images\split\0094.jpg,14136.00,66.00,231.00,7719.00,68.50,41.50,253.00
images\split\0095.jpg,15042.00,54.50,219.00,5733.00,77.50,45.50,156.00
images\split\0096.jpg,13340.00,57.50,230.00,8536.00,48.50,44.00,151.00
images\split\0097.jpg,14592.00,64.00,231.00,8256.00,62.00,43.00,155.00
images\split\0098.jpg,10810.00,47.00,230.50,8633.00,60.50,44.50,153.00
images\split\0099.jpg,12204.00,54.00,231.50,7760.00,48.50,40.00,154.00
images\split\0100.jpg,0.00,0.00,0.00,8084.00,61.00,43.00,154.00
images\split\0101.jpg,10388.00,60.00,228.00,7546.00,60.00,38.50,152.00
images\split\0102.jpg,11655.00,52.50,232.50,7176.00,46.00,39.00,154.00
images\split\0103.jpg,12120.00,60.00,237.50,7905.00,57.50,42.50,138.00
images\split\0104.jpg,12317.00,54.50,231.50,7725.00,57.50,37.50,152.00
images\split\0105.jpg,12880.00,56.00,230.50,7380.00,45.00,41.00,152.00
images\split\0106.jpg,14030.00,61.00,230.50,6720.00,57.00,35.00,77.00
images\split\0107.jpg,12535.00,54.50,230.50,7725.00,51.50,37.50,152.00
images\split\0108.jpg,0.00,0.00,0.00,7209.00,44.50,40.50,151.00
images\split\0109.jpg,13216.00,59.00,232.00,7524.00,49.50,38.00,213.00
images\split\0110.jpg,12426.00,54.50,231.00,8811.00,59.50,44.50,154.00
images\split\0111.jpg,9265.00,54.50,239.50,7600.00,47.50,40.00,151.00
images\split\0112.jpg,13431.00,60.50,231.50,7905.00,59.50,42.50,252.00
images\split\0113.jpg,12190.00,53.00,230.50,7840.00,60.00,40.00,152.00
images\split\0114.jpg,5390.00,38.50,253.00,8505.00,52.50,40.50,260.00
images\split\0115.jpg,18207.00,68.50,211.50,8455.00,67.50,44.50,143.00
images\split\0116.jpg,11742.00,51.50,231.00,8464.00,63.00,46.00,154.00
images\split\0117.jpg,11752.00,63.00,231.50,8056.00,62.00,38.00,153.00
images\split\0118.jpg,8436.00,90.00,232.50,8188.00,82.00,44.50,140.00
images\split\0119.jpg,14061.00,54.50,223.50,5280.00,76.00,40.00,156.00
images\split\0120.jpg,11639.00,51.50,231.50,8832.00,46.00,48.00,154.00
images\split\0121.jpg,0.00,0.00,0.00,8613.00,49.50,43.50,288.00
images\split\0122.jpg,12426.00,54.50,231.00,9265.00,54.50,42.50,153.00
images\split\0123.jpg,0.00,0.00,0.00,9180.00,64.00,45.00,246.00
images\split\0124.jpg,11716.00,77.50,230.00,9090.00,77.50,45.00,195.00
images\split\0125.jpg,0.00,0.00,0.00,6560.00,68.00,40.00,154.00
images\split\0126.jpg,12312.00,55.00,231.00,3596.00,68.00,47.00,130.00
images\split\0127.jpg,14224.00,64.50,232.00,8084.00,64.00,43.00,155.00
images\split\0128.jpg,12426.00,54.50,231.00,7161.00,62.50,38.50,154.00
images\split\0129.jpg,13110.00,57.50,231.00,8080.00,64.50,40.00,154.00
images\split\0130.jpg,13200.00,68.00,233.00,7931.00,76.50,38.50,138.00
images\split\0131.jpg,11074.00,60.00,231.50,6068.00,68.00,37.00,240.00
images\split\0132.jpg,13915.00,57.50,227.50,10000.00,50.00,50.00,225.00
images\split\0133.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0134.jpg,8798.00,41.50,226.00,7371.00,63.50,40.50,152.00
images\split\0135.jpg,11074.00,49.00,231.50,7144.00,47.00,38.00,153.00
images\split\0136.jpg,0.00,0.00,0.00,0.00,0.00,0.00,133.00
images\split\0137.jpg,12426.00,54.50,231.00,7029.00,59.50,35.50,152.00
images\split\0138.jpg,10416.00,46.50,232.00,9215.00,48.50,47.50,152.00
images\split\0139.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0140.jpg,0.00,0.00,0.00,8245.00,66.50,48.50,208.00
images\split\0141.jpg,12543.00,55.50,231.50,6992.00,46.00,38.00,154.00
images\split\0142.jpg,14136.00,62.00,231.00,0.00,0.00,0.00,133.00
images\split\0143.jpg,12426.00,54.50,231.00,7425.00,49.50,37.50,153.00
images\split\0144.jpg,13110.00,57.50,231.00,9568.00,63.00,46.00,151.00
images\split\0145.jpg,12948.00,86.50,210.00,8370.00,69.50,45.00,138.00
images\split\0146.jpg,12312.00,55.00,231.00,7209.00,64.50,40.50,155.00
images\split\0147.jpg,13110.00,57.50,231.00,9207.00,49.50,46.50,152.00
images\split\0148.jpg,13440.00,68.00,232.00,7896.00,66.00,42.00,156.00
images\split\0149.jpg,7161.00,62.50,214.50,6396.00,68.00,39.00,255.00
images\split\0150.jpg,13090.00,55.00,228.50,7568.00,57.00,43.00,119.00
images\split\0151.jpg,14592.00,64.00,231.00,7469.00,63.50,38.50,153.00
images\split\0152.jpg,8528.00,57.00,247.00,7912.00,63.00,43.00,129.00
images\split\0153.jpg,11978.00,62.00,231.50,8424.00,63.00,40.50,153.00
images\split\0154.jpg,11074.00,79.00,231.50,8008.00,84.00,45.50,272.00
images\split\0155.jpg,9968.00,64.50,232.00,6675.00,71.50,44.50,244.00
images\split\0156.jpg,0.00,0.00,0.00,8160.00,48.00,42.50,230.00
images\split\0157.jpg,0.00,0.00,0.00,7695.00,60.50,40.50,155.00
images\split\0158.jpg,9968.00,64.50,232.00,7125.00,61.50,37.50,154.00
images\split\0159.jpg,11424.00,51.00,232.00,7440.00,46.50,40.00,154.00
images\split\0160.jpg,14022.00,61.50,231.00,0.00,0.00,0.00,133.00
images\split\0161.jpg,9579.00,46.50,227.50,7171.00,58.50,35.50,152.00
images\split\0162.jpg,13110.00,57.50,231.00,9400.00,50.00,47.00,151.00
images\split\0163.jpg,12768.00,72.00,231.00,8170.00,66.50,43.00,155.00
images\split\0164.jpg,12426.00,54.50,231.00,7452.00,63.00,40.50,153.00
images\split\0165.jpg,0.00,0.00,0.00,8277.00,44.50,46.50,151.00
images\split\0166.jpg,9135.00,52.50,244.50,8100.00,50.00,40.50,154.00
images\split\0167.jpg,12426.00,54.50,231.00,9483.00,54.50,43.50,154.00
images\split\0168.jpg,11960.00,63.00,230.50,7725.00,51.50,37.50,151.00
images\split\0169.jpg,13888.00,66.00,232.00,8342.00,70.50,43.00,254.00
images\split\0170.jpg,12426.00,54.50,231.00,7020.00,64.00,39.00,156.00
images\split\0171.jpg,7038.00,51.00,253.50,8400.00,65.00,42.00,136.00
images\split\0172.jpg,13221.00,69.50,231.50,8466.00,77.00,41.50,155.00
images\split\0173.jpg,11628.00,58.00,231.00,6314.00,68.00,38.50,251.00
images\split\0174.jpg,11368.00,49.00,230.00,8910.00,45.00,49.50,267.00
images\split\0175.jpg,8178.00,47.00,244.50,8415.00,49.50,42.50,155.00
images\split\0176.jpg,3410.00,44.00,251.50,8393.00,54.50,38.50,152.00
images\split\0177.jpg,12535.00,54.50,230.50,8100.00,45.00,45.00,153.00
images\split\0178.jpg,13338.00,58.50,231.00,7600.00,50.00,38.00,155.00
images\split\0179.jpg,12426.00,54.50,231.00,7575.00,58.50,37.50,155.00
images\split\0180.jpg,11978.00,62.00,231.50,8190.00,62.50,39.00,153.00
images\split\0181.jpg,14976.00,64.00,229.50,7656.00,84.50,44.00,138.00
images\split\0182.jpg,12426.00,54.50,231.00,4482.00,82.00,41.50,155.00
images\split\0183.jpg,5092.00,38.00,254.50,7663.00,48.50,39.50,254.00
images\split\0184.jpg,10368.00,64.00,247.50,7812.00,63.50,42.00,138.00
images\split\0185.jpg,12317.00,54.50,231.50,7200.00,61.00,37.50,152.00
images\split\0186.jpg,13225.00,57.50,230.50,8137.00,63.50,39.50,152.00
images\split\0187.jpg,14022.00,66.50,231.00,7719.00,71.50,41.50,153.00
images\split\0188.jpg,11970.00,56.50,231.00,6264.00,65.50,36.00,79.00
images\split\0189.jpg,12996.00,57.00,231.00,9604.00,49.00,49.00,149.00
images\split\0190.jpg,14384.00,66.00,230.00,9506.00,62.50,49.00,108.00
images\split\0191.jpg,8316.00,42.50,229.00,7296.00,61.00,38.00,151.00
images\split\0192.jpg,6790.00,48.50,253.00,7680.00,48.00,40.00,238.00
images\split\0193.jpg,14592.00,64.00,231.00,0.00,0.00,0.00,133.00
images\split\0194.jpg,12426.00,54.50,231.00,7372.00,60.50,38.00,150.00
images\split\0195.jpg,13340.00,57.50,230.00,9702.00,57.50,49.00,150.00
images\split\0196.jpg,14136.00,66.00,231.00,9384.00,77.00,46.00,155.00
images\split\0197.jpg,10488.00,52.00,231.00,6960.00,65.50,40.00,154.00
images\split\0198.jpg,10976.00,49.00,232.00,9999.00,49.50,50.50,154.00
images\split\0199.jpg,0.00,0.00,0.00,7885.00,60.50,41.50,154.00
images\split\0200.jpg,4264.00,83.00,216.00,7448.00,60.00,38.00,216.00
images\split\0201.jpg,0.00,0.00,0.00,6888.00,41.00,42.00,136.00
images\split\0202.jpg,12995.00,57.50,231.50,7735.00,45.50,42.50,155.00
images\split\0203.jpg,12426.00,54.50,231.00,7254.00,46.50,39.00,155.00
images\split\0204.jpg,0.00,0.00,0.00,9600.00,48.00,50.00,152.00
images\split\0205.jpg,5040.00,108.00,225.00,0.00,0.00,0.00,288.00
images\split\0206.jpg,6489.00,77.50,227.50,9114.00,60.00,46.50,238.00
images\split\0207.jpg,11865.00,52.50,231.50,10710.00,62.50,51.00,151.00
images\split\0208.jpg,12430.00,73.00,231.50,9300.00,78.00,46.50,154.00
images\split\0209.jpg,0.00,0.00,0.00,7392.00,67.00,44.00,151.00
images\split\0210.jpg,8190.00,45.50,243.00,8181.00,50.50,40.50,151.00
images\split\0211.jpg,13888.00,62.00,232.00,8160.00,63.00,42.50,154.00
images\split\0212.jpg,12426.00,54.50,231.00,7068.00,62.50,38.00,154.00
images\split\0213.jpg,13110.00,57.50,231.00,8928.00,48.00,46.50,151.00
images\split\0214.jpg,14464.00,64.00,231.50,8075.00,64.50,42.50,154.00
images\split\0215.jpg,8502.00,54.50,249.00,7505.00,61.50,39.50,153.00
images\split\0216.jpg,12091.00,53.50,231.50,8624.00,44.00,49.00,154.00
images\split\0217.jpg,0.00,0.00,0.00,8439.00,48.50,43.50,288.00
images\split\0218.jpg,12426.00,54.50,231.00,10137.00,54.50,46.50,153.00
images\split\0219.jpg,12208.00,54.50,232.00,7200.00,45.00,40.00,154.00
images\split\0220.jpg,0.00,0.00,0.00,8961.00,51.50,43.50,288.00
images\split\0221.jpg,12426.00,54.50,231.00,8160.00,58.00,40.00,153.00
images\split\0222.jpg,10672.00,46.00,230.00,9100.00,45.50,50.00,151.00
images\split\0223.jpg,13673.00,60.50,231.50,8160.00,57.00,42.50,154.00
images\split\0224.jpg,0.00,0.00,0.00,8245.00,60.50,42.50,256.00
images\split\0225.jpg,12876.00,55.50,230.00,9604.00,49.00,49.00,151.00
images\split\0226.jpg,13794.00,67.50,231.00,8832.00,67.00,46.00,155.00
images\split\0227.jpg,4624.00,34.00,245.00,6750.00,64.00,37.50,154.00
images\split\0228.jpg,11312.00,50.50,232.00,7857.00,48.50,40.50,246.00
images\split\0229.jpg,15113.00,63.50,228.50,0.00,0.00,0.00,118.00
images\split\0230.jpg,12426.00,54.50,231.00,7820.00,63.00,42.50,154.00
images\split\0231.jpg,13110.00,57.50,231.00,7676.00,50.50,38.00,154.00
images\split\0232.jpg,14238.00,63.00,231.50,7636.00,66.00,41.50,156.00
images\split\0233.jpg,0.00,0.00,0.00,7636.00,63.00,41.50,155.00
images\split\0234.jpg,0.00,0.00,0.00,8740.00,67.50,46.00,250.00
images\split\0235.jpg,14238.00,71.50,225.00,8160.00,77.00,40.00,204.00
images\split\0236.jpg,0.00,0.00,0.00,6642.00,68.00,40.50,153.00
images\split\0237.jpg,12995.00,57.50,231.50,8008.00,63.00,38.50,153.00
images\split\0238.jpg,13216.00,69.00,232.00,8034.00,76.50,39.00,154.00
images\split\0239.jpg,4234.00,72.50,259.00,6723.00,68.50,41.50,137.00
images\split\0240.jpg,12768.00,59.00,231.00,9135.00,62.50,43.50,153.00
images\split\0241.jpg,0.00,0.00,0.00,8256.00,70.00,43.00,288.00
images\split\0242.jpg,11865.00,56.50,231.50,6794.00,66.00,39.50,258.00
images\split\0243.jpg,0.00,0.00,0.00,8827.00,66.50,45.50,257.00
images\split\0244.jpg,14740.00,73.00,212.00,8514.00,78.50,43.00,188.00
images\split\0245.jpg,6080.00,59.00,243.00,6399.00,68.50,39.50,154.00
images\split\0246.jpg,12654.00,57.00,232.50,10695.00,57.50,46.50,152.00
images\split\0247.jpg,13566.00,68.50,231.00,0.00,0.00,0.00,132.00
images\split\0248.jpg,10323.00,62.50,232.50,6630.00,66.50,39.00,154.00
images\split\0249.jpg,13110.00,57.50,231.00,8888.00,64.50,44.00,154.00
images\split\0250.jpg,11092.00,69.00,241.00,8330.00,79.00,42.50,138.00
images\split\0251.jpg,10374.00,63.50,231.00,5994.00,68.50,37.00,155.00
images\split\0252.jpg,13110.00,57.50,231.00,9212.00,49.00,47.00,151.00
images\split\0253.jpg,14336.00,64.00,232.00,7802.00,65.00,41.50,256.00
images\split\0254.jpg,8160.00,58.00,208.00,8556.00,62.50,46.00,266.00
images\split\0255.jpg,6392.00,47.00,254.00,7584.00,48.00,39.50,154.00
images\split\0256.jpg,14478.00,63.50,231.00,0.00,0.00,0.00,133.00
images\split\0257.jpg,12317.00,54.50,231.50,7104.00,61.00,37.00,151.00
images\split\0258.jpg,0.00,0.00,0.00,9180.00,51.00,45.00,252.00
images\split\0259.jpg,19712.00,64.00,211.00,8256.00,61.00,43.00,288.00
images\split\0260.jpg,12426.00,54.50,231.00,7938.00,60.00,40.50,154.00
images\split\0261.jpg,0.00,0.00,0.00,8383.00,50.50,41.50,154.00
images\split\0262.jpg,14464.00,64.00,231.50,7050.00,63.00,37.50,152.00
images\split\0263.jpg,12644.00,54.50,230.00,9212.00,62.00,49.00,109.00
images\split\0264.jpg,0.00,0.00,0.00,9114.00,49.00,46.50,152.00
images\split\0265.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0266.jpg,0.00,0.00,0.00,8330.00,66.50,49.00,152.00
images\split\0267.jpg,12654.00,55.50,231.00,9100.00,45.50,50.00,151.00
images\split\0268.jpg,15748.00,62.00,224.50,8944.00,52.00,43.00,288.00
images\split\0269.jpg,12426.00,54.50,231.00,8829.00,54.50,40.50,154.00
images\split\0270.jpg,12880.00,57.50,232.00,7938.00,57.00,40.50,153.00
images\split\0271.jpg,7770.00,72.50,253.00,7885.00,69.50,41.50,138.00
images\split\0272.jpg,10416.00,62.50,232.00,6630.00,66.50,39.00,155.00
images\split\0273.jpg,12190.00,53.00,230.50,9114.00,46.50,49.00,151.00
images\split\0274.jpg,14396.00,59.00,227.00,8730.00,59.50,45.00,201.00
images\split\0275.jpg,9576.00,42.00,231.00,7920.00,59.50,40.00,154.00
images\split\0276.jpg,0.00,0.00,0.00,8800.00,50.00,44.00,240.00
images\split\0277.jpg,19968.00,64.00,210.00,8170.00,63.50,43.00,288.00
images\split\0278.jpg,11628.00,51.00,231.00,7760.00,60.50,40.00,154.00
images\split\0279.jpg,4636.00,38.00,257.50,9500.00,47.50,50.00,153.00
images\split\0280.jpg,13455.00,63.50,230.50,7990.00,58.00,42.50,137.00
images\split\0281.jpg,12426.00,54.50,231.00,8080.00,58.50,40.00,151.00
images\split\0282.jpg,12614.00,62.00,228.50,11877.00,59.50,53.50,153.00
images\split\0283.jpg,0.00,0.00,0.00,8439.00,71.50,43.50,288.00
images\split\0284.jpg,4092.00,41.00,207.00,7553.00,67.50,45.50,230.00
images\split\0285.jpg,11088.00,49.50,232.00,9504.00,49.50,48.00,154.00
images\split\0286.jpg,0.00,0.00,0.00,7802.00,60.00,41.50,154.00
images\split\0287.jpg,10944.00,61.00,231.00,7372.00,60.50,38.00,153.00
images\split\0288.jpg,0.00,0.00,0.00,8924.00,48.50,46.00,248.00
images\split\0289.jpg,3081.00,19.50,248.50,9570.00,72.00,43.50,288.00
images\split\0290.jpg,12535.00,54.50,230.50,9016.00,63.00,49.00,154.00
images\split\0291.jpg,13110.00,57.50,231.00,8240.00,63.50,40.00,154.00
images\split\0292.jpg,0.00,0.00,0.00,8265.00,70.50,43.50,288.00
images\split\0293.jpg,11400.00,52.00,231.00,6622.00,66.00,38.50,154.00
images\split\0294.jpg,10235.00,70.50,229.50,9090.00,64.50,45.00,151.00
images\split\0295.jpg,11600.00,78.00,230.00,8900.00,78.00,44.50,192.00
images\split\0296.jpg,0.00,0.00,0.00,6399.00,68.50,39.50,153.00
images\split\0297.jpg,11200.00,50.00,232.00,6930.00,45.00,38.50,155.00
images\split\0298.jpg,0.00,0.00,0.00,8484.00,50.50,42.00,156.00
images\split\0299.jpg,12208.00,54.50,232.00,7650.00,58.00,37.50,153.00
images\split\0300.jpg,13570.00,57.50,229.00,8613.00,49.50,43.50,150.00
images\split\0301.jpg,14848.00,64.00,230.00,9604.00,63.00,49.00,108.00
images\split\0302.jpg,12317.00,54.50,231.50,7275.00,60.50,37.50,150.00
images\split\0303.jpg,13455.00,57.50,229.50,7656.00,63.50,44.00,117.00
images\split\0304.jpg,0.00,0.00,0.00,9180.00,74.00,42.50,288.00
images\split\0305.jpg,0.00,0.00,0.00,7308.00,65.50,42.00,152.00
images\split\0306.jpg,11400.00,50.00,231.00,7566.00,39.00,48.50,150.00
images\split\0307.jpg,12320.00,55.00,232.00,7636.00,46.00,41.50,156.00
images\split\0308.jpg,11990.00,54.50,229.00,8415.00,49.50,42.50,154.00
images\split\0309.jpg,0.00,0.00,0.00,8118.00,49.50,41.00,154.00
images\split\0310.jpg,13560.00,68.00,231.50,7452.00,62.00,40.50,155.00
images\split\0311.jpg,12426.00,54.50,231.00,7998.00,62.50,43.00,155.00
images\split\0312.jpg,8512.00,49.00,232.00,9384.00,64.00,46.00,153.00
images\split\0313.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0314.jpg,3081.00,19.50,248.50,5976.00,73.00,41.50,153.00
images\split\0315.jpg,7950.00,77.50,226.00,8600.00,50.00,43.00,151.00
images\split\0316.jpg,11440.00,58.00,227.00,7790.00,60.50,41.00,257.00
images\split\0317.jpg,3306.00,51.50,253.00,7644.00,60.00,39.00,153.00
images\split\0318.jpg,0.00,0.00,0.00,7728.00,46.00,42.00,154.00
images\split\0319.jpg,0.00,0.00,0.00,7878.00,50.50,39.00,154.00
images\split\0320.jpg,11752.00,57.00,231.50,7725.00,57.50,37.50,153.00
images\split\0321.jpg,0.00,0.00,0.00,8342.00,48.50,43.00,154.00
images\split\0322.jpg,0.00,0.00,0.00,7812.00,60.50,42.00,154.00
images\split\0323.jpg,10735.00,61.50,231.50,7469.00,60.50,38.50,246.00
images\split\0324.jpg,0.00,0.00,0.00,9646.00,53.00,45.50,262.00
images\split\0325.jpg,7830.00,83.00,244.50,0.00,0.00,0.00,128.00
images\split\0326.jpg,0.00,0.00,0.00,7110.00,64.00,39.50,288.00
images\split\0327.jpg,0.00,0.00,0.00,8652.00,51.50,42.00,153.00
images\split\0328.jpg,13915.00,67.50,230.50,7896.00,62.00,42.00,154.00
images\split\0329.jpg,0.00,0.00,0.00,8740.00,61.50,46.00,288.00
images\split\0330.jpg,13340.00,57.50,230.00,8874.00,51.00,43.50,151.00
images\split\0331.jpg,13328.00,68.50,232.00,7980.00,65.50,42.00,266.00
images\split\0332.jpg,3538.00,34.00,242.50,6840.00,64.00,38.00,154.00
images\split\0333.jpg,5538.00,72.50,212.00,8463.00,46.50,45.50,151.00
images\split\0334.jpg,6348.00,46.00,249.50,8364.00,51.00,41.00,233.00
images\split\0335.jpg,3640.00,47.50,256.00,9265.00,54.50,42.50,154.00
images\split\0336.jpg,13110.00,57.50,231.00,9100.00,65.00,45.50,154.00
images\split\0337.jpg,0.00,0.00,0.00,9200.00,78.00,46.00,288.00
images\split\0338.jpg,11413.00,58.50,231.50,6478.00,68.00,39.50,250.00
images\split\0339.jpg,12208.00,54.50,232.00,7560.00,45.00,42.00,249.00
images\split\0340.jpg,0.00,0.00,0.00,8568.00,51.00,42.00,155.00
images\split\0341.jpg,12317.00,54.50,231.50,7840.00,60.00,40.00,154.00
images\split\0342.jpg,13110.00,57.50,231.00,9306.00,49.50,47.00,151.00
