images\split\0343.jpg,14592.00,64.00,231.00,8160.00,68.00,42.50,155.00
images\split\0344.jpg,12426.00,54.50,231.00,7452.00,63.00,40.50,154.00
images\split\0345.jpg,0.00,0.00,0.00,10100.00,53.50,50.00,148.00
images\split\0346.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0347.jpg,9612.00,54.00,216.50,8556.00,62.50,46.00,262.00
images\split\0348.jpg,0.00,0.00,0.00,7905.00,42.50,46.50,219.00
images\split\0349.jpg,13625.00,54.50,225.50,7452.00,46.00,40.50,288.00
images\split\0350.jpg,13080.00,54.50,228.00,8787.00,50.50,43.50,153.00
images\split\0351.jpg,12084.00,62.00,231.00,9360.00,63.00,45.00,154.00
images\split\0352.jpg,0.00,0.00,0.00,8874.00,77.00,43.50,288.00
images\split\0353.jpg,11742.00,57.50,231.00,7735.00,66.50,45.50,253.00
images\split\0354.jpg,8362.00,78.00,231.50,9300.00,65.00,46.50,153.00
images\split\0355.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0356.jpg,3840.00,16.00,223.00,6318.00,70.00,40.50,153.00
images\split\0357.jpg,10752.00,67.00,232.00,9579.00,51.50,46.50,217.00
images\split\0358.jpg,3774.00,111.00,227.50,0.00,0.00,0.00,288.00
images\split\0359.jpg,3995.00,85.50,218.50,8428.00,60.00,43.00,218.00
images\split\0360.jpg,14605.00,57.50,224.50,8330.00,66.00,42.50,288.00
images\split\0361.jpg,13440.00,68.00,232.00,7956.00,77.00,39.00,155.00
images\split\0362.jpg,9918.00,51.50,231.00,6318.00,68.50,39.00,250.00
images\split\0363.jpg,9296.00,71.50,232.00,9207.00,46.50,49.50,217.00
images\split\0364.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0365.jpg,3888.00,24.00,214.50,8330.00,60.00,42.50,152.00
images\split\0366.jpg,8848.00,39.50,232.00,8330.00,49.00,42.50,151.00
images\split\0367.jpg,0.00,0.00,0.00,6984.00,62.50,36.00,78.00
images\split\0368.jpg,12644.00,54.50,230.00,7426.00,62.00,39.50,151.00
images\split\0369.jpg,0.00,0.00,0.00,7476.00,44.50,42.00,154.00
images\split\0370.jpg,0.00,0.00,0.00,8232.00,49.00,42.00,154.00
images\split\0371.jpg,12204.00,55.00,231.50,7777.00,50.50,38.50,154.00
images\split\0372.jpg,12995.00,56.50,230.50,7298.00,44.50,41.00,151.00
images\split\0373.jpg,14375.00,62.50,230.50,6816.00,57.00,35.50,80.00
images\split\0374.jpg,12426.00,54.50,231.00,7200.00,54.00,37.50,152.00
images\split\0375.jpg,10374.00,61.50,231.00,6324.00,53.50,46.00,130.00
images\split\0376.jpg,14336.00,64.00,232.00,8160.00,64.00,42.50,156.00
images\split\0377.jpg,14824.00,54.50,220.00,7802.00,62.00,41.50,288.00
images\split\0378.jpg,11252.00,48.50,230.00,8613.00,43.50,49.50,251.00
images\split\0379.jpg,12760.00,55.00,230.00,9506.00,50.50,49.00,233.00
images\split\0380.jpg,13080.00,54.50,228.00,8190.00,52.50,39.00,153.00
images\split\0381.jpg,12540.00,55.00,231.00,8360.00,44.00,47.50,151.00
images\split\0382.jpg,12656.00,56.00,231.50,8262.00,51.00,40.50,250.00
images\split\0383.jpg,7008.00,39.50,223.00,7600.00,59.00,38.00,153.00
images\split\0384.jpg,13110.00,57.50,231.00,8811.00,58.50,44.50,152.00
images\split\0385.jpg,13786.00,67.00,231.50,9312.00,79.50,48.00,247.00
images\split\0386.jpg,10830.00,61.50,231.00,6450.00,71.50,43.00,156.00
images\split\0387.jpg,6032.00,86.00,226.00,8084.00,61.00,43.00,129.00
images\split\0388.jpg,8658.00,89.00,229.50,9579.00,76.50,46.50,155.00
images\split\0389.jpg,0.00,0.00,0.00,7912.00,66.00,46.00,152.00
images\split\0390.jpg,13455.00,57.50,229.50,9898.00,50.50,49.00,148.00
images\split\0391.jpg,14848.00,64.00,230.00,9702.00,64.50,49.00,108.00
images\split\0392.jpg,10600.00,50.00,228.00,6624.00,63.00,36.00,155.00
images\split\0393.jpg,13110.00,57.50,231.00,9504.00,49.50,48.00,152.00
images\split\0394.jpg,14478.00,64.50,231.00,7812.00,65.50,42.00,156.00
images\split\0395.jpg,0.00,0.00,0.00,6699.00,65.50,38.50,154.00
images\split\0396.jpg,3471.00,95.50,217.50,5856.00,48.00,30.50,153.00
images\split\0397.jpg,0.00,0.00,0.00,0.00,0.00,0.00,288.00
images\split\0398.jpg,3432.00,16.50,224.00,7225.00,66.50,42.50,152.00
images\split\0399.jpg,12650.00,55.00,229.50,9100.00,45.50,50.00,151.00
images\split\0400.jpg,12091.00,53.50,231.50,7469.00,55.50,38.50,244.00
images\split\0401.jpg,4368.00,39.00,203.00,7800.00,59.00,39.00,254.00
images\split\0402.jpg,13110.00,57.50,229.00,9212.00,49.00,47.00,151.00
images\split\0403.jpg,12882.00,71.00,231.50,7812.00,63.50,42.00,155.00
images\split\0404.jpg,9984.00,55.00,227.00,6862.00,62.00,36.50,260.00
images\split\0405.jpg,11752.00,63.00,231.50,8453.00,61.50,39.50,154.00
images\split\0406.jpg,11200.00,78.00,232.00,7826.00,85.00,45.50,273.00
images\split\0407.jpg,10396.00,63.00,231.50,6699.00,70.50,43.50,254.00
images\split\0408.jpg,11978.00,62.00,231.50,8216.00,63.00,39.50,154.00
images\split\0409.jpg,14375.00,65.50,230.50,8930.00,65.00,47.50,241.00
images\split\0410.jpg,10323.00,62.50,230.50,6156.00,71.00,40.50,254.00
images\split\0411.jpg,13221.00,56.50,229.50,8712.00,49.50,44.00,149.00
images\split\0412.jpg,14848.00,64.00,230.00,9506.00,60.50,49.00,108.00
images\split\0413.jpg,11881.00,54.50,230.50,7524.00,59.50,38.00,150.00
images\split\0414.jpg,10323.00,46.50,232.50,9114.00,46.50,49.00,153.00
images\split\0415.jpg,13566.00,59.50,231.00,0.00,0.00,0.00,132.00
images\split\0416.jpg,12426.00,54.50,231.00,7752.00,58.00,38.00,152.00
images\split\0417.jpg,8547.00,38.50,232.50,9603.00,48.50,49.50,154.00
images\split\0418.jpg,14351.00,63.50,231.50,7896.00,61.00,42.00,137.00
images\split\0419.jpg,12317.00,54.50,231.50,7448.00,60.00,38.00,151.00
images\split\0420.jpg,0.00,0.00,0.00,8925.00,52.50,42.50,152.00
images\split\0421.jpg,11845.00,76.50,230.50,7614.00,72.00,40.50,154.00
images\split\0422.jpg,0.00,0.00,0.00,7396.00,66.00,43.00,288.00
